      1 1  -0.48750000   3.06750000   2.65875000
      2 1  -0.12250000   3.06750000   3.20625000
      3 1  -0.12250000   3.43250000   2.84125000
      4 1  -0.67000000   3.25000000   2.75000000
      5 1  -0.48750000   3.43250000   3.02375000
      6 1   0.24250000   3.06750000   3.02375000
      7 1   0.42500000   2.88500000   3.29750000
      8 1   0.60750000   3.06750000   3.57125000
      9 1   0.42500000   3.25000000   2.93250000
     10 1   0.60750000   3.43250000   3.20625000
     11 1   0.06000000   3.25000000   3.11500000
     12 1   0.42500000   3.25000000   3.66250000
     13 1   0.42500000   3.61500000   3.29750000
     14 1   0.24250000   3.43250000   3.38875000
     15 2   1.15500000   2.88500000   3.66250000
     16 2   1.15500000   3.25000000   3.29750000
     17 2   1.15500000   3.25000000   4.02750000
     18 2   1.15500000   3.61500000   3.66250000
     19 2   1.88500000   2.88500000   4.02750000
     20 2   1.88500000   3.25000000   3.66250000
     21 2   1.88500000   3.25000000   4.39250000
     22 2   1.88500000   3.61500000   4.02750000
     23 2   2.61500000   2.88500000   4.39250000
     24 2   2.61500000   3.25000000   4.02750000
     25 2   2.61500000   3.25000000   4.75750000
     26 2   2.61500000   3.61500000   4.39250000
     27 2   3.34500000   2.88500000   4.75750000
     28 2   3.34500000   3.25000000   4.39250000
     29 2   3.34500000   3.25000000   5.12250000
     30 2   3.34500000   3.61500000   4.75750000
     31 2   3.89250000   3.06750000   4.84875000
     32 2   4.07500000   2.88500000   5.12250000
     33 2   4.25750000   3.06750000   5.39625000
     34 2   4.07500000   3.25000000   4.75750000
     35 2   4.25750000   3.43250000   5.03125000
     36 2   4.07500000   3.25000000   5.48750000
     37 2   4.07500000   3.61500000   5.12250000
     38 2   3.89250000   3.43250000   5.21375000
     39 2   4.62250000   3.06750000   5.21375000
     40 2   4.98750000   3.06750000   5.76125000
     41 2   4.98750000   3.43250000   5.39625000
     42 2   4.44000000   3.25000000   5.30500000
     43 2   4.62250000   3.43250000   5.57875000
     44 2   5.17000000   3.25000000   5.67000000
     45 1   8.48570036   8.61317965   2.65875000
     46 1   8.30320036   8.29708037   3.20625000
     47 1   8.61929964   8.11458037   2.84125000
     48 1   8.73500000   8.67997928   2.75000000
     49 1   8.80179964   8.43067965   3.02375000
     50 1   8.12070036   7.98098110   3.02375000
     51 1   7.87140073   7.91418146   3.29750000
     52 1   7.93820036   7.66488183   3.57125000
     53 1   8.18750000   7.73168146   2.93250000
     54 1   8.25429964   7.48238183   3.20625000
     55 1   8.37000000   8.04778074   3.11500000
     56 1   8.18750000   7.73168146   3.66250000
     57 1   8.50359927   7.54918146   3.29750000
     58 1   8.43679964   7.79848110   3.38875000
     59 2   7.50640073   7.28198292   3.66250000
