      1 1   0.97250000   3.06750000   2.65875000
      2 2   1.15500000   2.88500000   2.93250000
      3 2   1.33750000   3.06750000   3.20625000
      4 2   1.15500000   3.25000000   2.56750000
      5 2   1.33750000   3.43250000   2.84125000
      6 1   0.79000000   3.25000000   2.75000000
      7 2   1.15500000   3.25000000   3.29750000
      8 2   1.15500000   3.61500000   2.93250000
      9 1   0.97250000   3.43250000   3.02375000
     10 2   1.88500000   2.88500000   3.29750000
     11 2   1.88500000   3.25000000   2.93250000
     12 2   1.88500000   3.25000000   3.66250000
     13 2   1.88500000   3.61500000   3.29750000
     14 2   2.61500000   2.88500000   3.66250000
     15 2   2.61500000   3.25000000   3.29750000
     16 2   2.61500000   3.25000000   4.02750000
     17 2   2.61500000   3.61500000   3.66250000
     18 2   3.16250000   3.06750000   3.75375000
     19 2   3.34500000   2.88500000   4.02750000
     20 2   3.52750000   3.06750000   4.30125000
     21 2   3.34500000   3.25000000   3.66250000
     22 2   3.52750000   3.43250000   3.93625000
     23 2   3.34500000   3.25000000   4.39250000
     24 2   3.34500000   3.61500000   4.02750000
     25 2   3.16250000   3.43250000   4.11875000
     26 2   3.71000000   3.25000000   4.21000000
     27 1   5.28070036   5.91984064   2.65875000
     28 2   5.03140073   5.85304100   2.93250000
     29 2   5.09820036   5.60374137   3.20625000
     30 2   5.34750000   5.67054100   2.56750000
     31 2   5.41429964   5.42124137   2.84125000
     32 1   5.53000000   5.98664028   2.75000000
     33 2   5.34750000   5.67054100   3.29750000
     34 2   5.66359927   5.48804100   2.93250000
     35 1   5.59679964   5.73734064   3.02375000
     36 2   4.66640073   5.22084246   3.29750000
     37 2   4.98250000   5.03834246   2.93250000
     38 2   4.98250000   5.03834246   3.66250000
     39 2   5.29859927   4.85584246   3.29750000
     40 2   4.30140073   4.58864391   3.66250000
     41 2   4.61750000   4.40614391   3.29750000
     42 2   4.61750000   4.40614391   4.02750000
     43 2   4.93359927   4.22364391   3.66250000
     44 2   4.18570036   4.02324501   3.75375000
     45 2   3.93640073   3.95644537   4.02750000
     46 2   4.00320036   3.70714573   4.30125000
     47 2   4.25250000   3.77394537   3.66250000
     48 2   4.31929964   3.52464573   3.93625000
     49 2   4.25250000   3.77394537   4.39250000
     50 2   4.56859927   3.59144537   4.02750000
     51 2   4.50179964   3.84074501   4.11875000
     52 2   4.07000000   3.45784610   4.21000000
     53 1   5.59679964   0.76265936   2.65875000
     54 2   5.66359927   1.01195900   2.93250000
     55 2   5.41429964   1.07875863   3.20625000
     56 2   5.34750000   0.82945900   2.56750000
     57 2   5.09820036   0.89625863   2.84125000
     58 1   5.53000000   0.51335972   2.75000000
     59 2   5.34750000   0.82945900   3.29750000
     60 2   5.03140073   0.64695900   2.93250000
     61 1   5.28070036   0.58015936   3.02375000
     62 2   5.29859927   1.64415754   3.29750000
     63 2   4.98250000   1.46165754   2.93250000
     64 2   4.98250000   1.46165754   3.66250000
     65 2   4.66640073   1.27915754   3.29750000
     66 2   4.93359927   2.27635609   3.66250000
     67 2   4.61750000   2.09385609   3.29750000
     68 2   4.61750000   2.09385609   4.02750000
     69 2   4.30140073   1.91135609   3.66250000
     70 2   4.50179964   2.65925499   3.75375000
     71 2   4.56859927   2.90855463   4.02750000
     72 2   4.31929964   2.97535427   4.30125000
     73 2   4.25250000   2.72605463   3.66250000
     74 2   4.00320036   2.79285427   3.93625000
     75 2   4.25250000   2.72605463   4.39250000
     76 2   3.93640073   2.54355463   4.02750000
     77 2   4.18570036   2.47675499   4.11875000
     78 2   4.07000000   3.04215390   4.21000000
     79 1   3.76750000   3.06750000   7.18750000
     80 2   3.95000000   2.88500000   7.00500000
     81 2   4.13250000   3.06750000   6.82250000
     82 2   3.58500000   3.25000000   7.00500000
     83 2   3.76750000   3.43250000   6.82250000
     84 1   3.95000000   3.25000000   7.37000000
     85 2   4.31500000   3.25000000   7.00500000
     86 2   3.95000000   3.61500000   7.00500000
     87 1   4.13250000   3.43250000   7.18750000
     88 2   3.95000000   2.88500000   6.27500000
     89 2   3.58500000   3.25000000   6.27500000
     90 2   4.31500000   3.25000000   6.27500000
     91 2   3.95000000   3.61500000   6.27500000
     92 2   3.95000000   2.88500000   5.54500000
     93 2   3.58500000   3.25000000   5.54500000
     94 2   4.31500000   3.25000000   5.54500000
     95 2   3.95000000   3.61500000   5.54500000
     96 2   3.76750000   3.06750000   4.99750000
     97 2   3.95000000   2.88500000   4.81500000
     98 2   4.13250000   3.06750000   4.63250000
     99 2   3.58500000   3.25000000   4.81500000
    100 2   3.76750000   3.43250000   4.63250000
    101 2   4.31500000   3.25000000   4.81500000
    102 2   3.95000000   3.61500000   4.81500000
    103 2   4.13250000   3.43250000   4.99750000
    104 2   3.95000000   3.25000000   4.45000000
