      1 1   0.24250000   3.06750000   2.65875000
      2 1   0.60750000   3.06750000   3.20625000
      3 1   0.60750000   3.43250000   2.84125000
      4 1   0.06000000   3.25000000   2.75000000
      5 1   0.24250000   3.43250000   3.02375000
      6 1   0.97250000   3.06750000   3.02375000
      7 2   1.15500000   2.88500000   3.29750000
      8 2   1.15500000   3.25000000   2.93250000
      9 2   1.15500000   3.25000000   3.66250000
     10 2   1.15500000   3.61500000   3.29750000
     11 1   0.97250000   3.43250000   3.38875000
     12 2   1.88500000   2.88500000   3.66250000
     13 2   1.88500000   3.25000000   3.29750000
     14 2   1.88500000   3.25000000   4.02750000
     15 2   1.88500000   3.61500000   3.66250000
     16 2   2.61500000   2.88500000   4.02750000
     17 2   2.61500000   3.25000000   3.66250000
     18 2   2.61500000   3.25000000   4.39250000
     19 2   2.61500000   3.61500000   4.02750000
     20 2   3.34500000   2.88500000   4.39250000
     21 2   3.52750000   3.06750000   4.66625000
     22 2   3.34500000   3.25000000   4.02750000
     23 2   3.52750000   3.43250000   4.30125000
     24 2   3.34500000   3.25000000   4.75750000
     25 2   3.34500000   3.61500000   4.39250000
     26 2   3.89250000   3.06750000   4.48375000
     27 2   4.25750000   3.06750000   5.03125000
     28 2   4.25750000   3.43250000   4.66625000
     29 2   3.89250000   3.43250000   4.84875000
     30 2   4.44000000   3.25000000   4.94000000
     31 1   6.99570036   7.33146205   2.65875000
     32 1   6.81320036   7.01536278   3.20625000
     33 1   7.12929964   6.83286278   2.84125000
     34 1   7.24500000   7.39826168   2.75000000
     35 1   7.31179964   7.14896205   3.02375000
     36 1   6.63070036   6.69926350   3.02375000
     37 2   6.38140073   6.63246387   3.29750000
     38 2   6.69750000   6.44996387   2.93250000
     39 2   6.69750000   6.44996387   3.66250000
     40 2   7.01359927   6.26746387   3.29750000
     41 1   6.94679964   6.51676350   3.38875000
     42 2   6.01640073   6.00026532   3.66250000
     43 2   6.33250000   5.81776532   3.29750000
     44 2   6.33250000   5.81776532   4.02750000
     45 2   6.64859927   5.63526532   3.66250000
     46 2   5.65140073   5.36806678   4.02750000
     47 2   5.96750000   5.18556678   3.66250000
     48 2   5.96750000   5.18556678   4.39250000
     49 2   6.28359927   5.00306678   4.02750000
     50 2   5.28640073   4.73586823   4.39250000
     51 2   5.35320036   4.48656860   4.66625000
     52 2   5.60250000   4.55336823   4.02750000
     53 2   5.66929964   4.30406860   4.30125000
     54 2   5.60250000   4.55336823   4.75750000
     55 2   5.91859927   4.37086823   4.39250000
     56 2   5.17070036   4.17046932   4.48375000
     57 2   4.98820036   3.85437005   5.03125000
     58 2   5.30429964   3.67187005   4.66625000
     59 2   5.48679964   3.98796932   4.84875000
     60 2   5.05500000   3.60507042   4.94000000
     61 1   7.31179964  -0.64896205   2.65875000
     62 1   7.12929964  -0.33286278   3.20625000
     63 1   6.81320036  -0.51536278   2.84125000
     64 1   7.24500000  -0.89826168   2.75000000
     65 1   6.99570036  -0.83146205   3.02375000
     66 1   6.94679964  -0.01676350   3.02375000
     67 2   7.01359927   0.23253613   3.29750000
     68 2   6.69750000   0.05003613   2.93250000
     69 2   6.69750000   0.05003613   3.66250000
     70 2   6.38140073  -0.13246387   3.29750000
     71 1   6.63070036  -0.19926350   3.38875000
     72 2   6.64859927   0.86473468   3.66250000
     73 2   6.33250000   0.68223468   3.29750000
     74 2   6.33250000   0.68223468   4.02750000
     75 2   6.01640073   0.49973468   3.66250000
     76 2   6.28359927   1.49693322   4.02750000
     77 2   5.96750000   1.31443322   3.66250000
     78 2   5.96750000   1.31443322   4.39250000
     79 2   5.65140073   1.13193322   4.02750000
     80 2   5.91859927   2.12913177   4.39250000
     81 2   5.66929964   2.19593140   4.66625000
     82 2   5.60250000   1.94663177   4.02750000
     83 2   5.35320036   2.01343140   4.30125000
     84 2   5.60250000   1.94663177   4.75750000
     85 2   5.28640073   1.76413177   4.39250000
     86 2   5.48679964   2.51203068   4.48375000
     87 2   5.30429964   2.82812995   5.03125000
     88 2   4.98820036   2.64562995   4.66625000
     89 2   5.17070036   2.32953068   4.84875000
     90 2   5.05500000   2.89492958   4.94000000
     91 1   4.66750000   3.06750000   9.54750000
     92 1   5.03250000   3.06750000   9.18250000
     93 1   4.66750000   3.43250000   9.18250000
     94 1   4.85000000   3.25000000   9.73000000
     95 1   5.03250000   3.43250000   9.54750000
     96 1   4.66750000   3.06750000   8.81750000
     97 2   4.85000000   2.88500000   8.63500000
     98 2   4.48500000   3.25000000   8.63500000
     99 2   5.21500000   3.25000000   8.63500000
    100 2   4.85000000   3.61500000   8.63500000
    101 1   5.03250000   3.43250000   8.81750000
    102 2   4.85000000   2.88500000   7.90500000
    103 2   4.48500000   3.25000000   7.90500000
    104 2   5.21500000   3.25000000   7.90500000
    105 2   4.85000000   3.61500000   7.90500000
    106 2   4.85000000   2.88500000   7.17500000
    107 2   4.48500000   3.25000000   7.17500000
    108 2   5.21500000   3.25000000   7.17500000
    109 2   4.85000000   3.61500000   7.17500000
    110 2   4.85000000   2.88500000   6.44500000
    111 2   5.03250000   3.06750000   6.26250000
    112 2   4.48500000   3.25000000   6.44500000
    113 2   4.66750000   3.43250000   6.26250000
    114 2   5.21500000   3.25000000   6.44500000
    115 2   4.85000000   3.61500000   6.44500000
    116 2   4.66750000   3.06750000   5.89750000
    117 2   5.03250000   3.06750000   5.53250000
    118 2   4.66750000   3.43250000   5.53250000
    119 2   5.03250000   3.43250000   5.89750000
    120 2   4.85000000   3.25000000   5.35000000
