      1 1   0.60750000   3.06750000   2.93250000
      2 1   0.60750000   3.43250000   2.56750000
      3 1   0.97250000   3.06750000   2.75000000
      4 2   1.15500000   2.88500000   3.02375000
      5 2   1.33750000   3.06750000   3.29750000
      6 2   1.15500000   3.25000000   2.65875000
      7 2   1.33750000   3.43250000   2.93250000
      8 1   0.79000000   3.25000000   2.84125000
      9 2   1.15500000   3.25000000   3.38875000
     10 2   1.15500000   3.61500000   3.02375000
     11 1   0.97250000   3.43250000   3.11500000
     12 2   1.88500000   2.88500000   3.38875000
     13 2   1.88500000   3.25000000   3.02375000
     14 2   1.88500000   3.25000000   3.75375000
     15 2   1.88500000   3.61500000   3.38875000
     16 2   2.61500000   2.88500000   3.75375000
     17 2   2.61500000   3.25000000   3.38875000
     18 2   2.61500000   3.25000000   4.11875000
     19 2   2.61500000   3.61500000   3.75375000
     20 2   3.16250000   3.06750000   3.84500000
     21 2   3.34500000   2.88500000   4.11875000
     22 2   3.52750000   3.06750000   4.39250000
     23 2   3.34500000   3.25000000   3.75375000
     24 2   3.52750000   3.43250000   4.02750000
     25 2   3.34500000   3.25000000   4.48375000
     26 2   3.34500000   3.61500000   4.11875000
     27 2   3.16250000   3.43250000   4.21000000
     28 2   3.89250000   3.06750000   4.21000000
     29 2   3.71000000   3.25000000   4.30125000
     30 2   3.89250000   3.43250000   4.57500000
     31 1   6.13820036   6.62565134   2.93250000
     32 1   6.45429964   6.44315134   2.56750000
     33 1   5.95570036   6.30955207   2.75000000
     34 2   5.70640073   6.24275244   3.02375000
     35 2   5.77320036   5.99345280   3.29750000
     36 2   6.02250000   6.06025244   2.65875000
     37 2   6.08929964   5.81095280   2.93250000
     38 1   6.20500000   6.37635171   2.84125000
     39 2   6.02250000   6.06025244   3.38875000
     40 2   6.33859927   5.87775244   3.02375000
     41 1   6.27179964   6.12705207   3.11500000
     42 2   5.34140073   5.61055389   3.38875000
     43 2   5.65750000   5.42805389   3.02375000
     44 2   5.65750000   5.42805389   3.75375000
     45 2   5.97359927   5.24555389   3.38875000
     46 2   4.97640073   4.97835535   3.75375000
     47 2   5.29250000   4.79585535   3.38875000
     48 2   5.29250000   4.79585535   4.11875000
     49 2   5.60859927   4.61335535   3.75375000
     50 2   4.86070036   4.41295644   3.84500000
     51 2   4.61140073   4.34615680   4.11875000
     52 2   4.67820036   4.09685716   4.39250000
     53 2   4.92750000   4.16365680   3.75375000
     54 2   4.99429964   3.91435716   4.02750000
     55 2   4.92750000   4.16365680   4.48375000
     56 2   5.24359927   3.98115680   4.11875000
     57 2   5.17679964   4.23045644   4.21000000
     58 2   4.49570036   3.78075789   4.21000000
     59 2   4.74500000   3.84755753   4.30125000
     60 2   4.81179964   3.59825789   4.57500000
     61 1   6.45429964   0.05684866   2.93250000
     62 1   6.13820036  -0.12565134   2.56750000
     63 1   6.27179964   0.37294793   2.75000000
     64 2   6.33859927   0.62224756   3.02375000
     65 2   6.08929964   0.68904720   3.29750000
     66 2   6.02250000   0.43974756   2.65875000
     67 2   5.77320036   0.50654720   2.93250000
     68 1   6.20500000   0.12364829   2.84125000
     69 2   6.02250000   0.43974756   3.38875000
     70 2   5.70640073   0.25724756   3.02375000
     71 1   5.95570036   0.19044793   3.11500000
     72 2   5.97359927   1.25444611   3.38875000
     73 2   5.65750000   1.07194611   3.02375000
     74 2   5.65750000   1.07194611   3.75375000
     75 2   5.34140073   0.88944611   3.38875000
     76 2   5.60859927   1.88664465   3.75375000
     77 2   5.29250000   1.70414465   3.38875000
     78 2   5.29250000   1.70414465   4.11875000
     79 2   4.97640073   1.52164465   3.75375000
     80 2   5.17679964   2.26954356   3.84500000
     81 2   5.24359927   2.51884320   4.11875000
     82 2   4.99429964   2.58564284   4.39250000
     83 2   4.92750000   2.33634320   3.75375000
     84 2   4.67820036   2.40314284   4.02750000
     85 2   4.92750000   2.33634320   4.48375000
     86 2   4.61140073   2.15384320   4.11875000
     87 2   4.86070036   2.08704356   4.21000000
     88 2   4.81179964   2.90174211   4.21000000
     89 2   4.74500000   2.65244247   4.30125000
     90 2   4.49570036   2.71924211   4.57500000
     91 1   4.58250000   3.06750000   8.18500000
     92 1   4.21750000   3.43250000   8.18500000
     93 1   4.21750000   3.06750000   7.82000000
     94 2   4.40000000   2.88500000   7.63750000
     95 2   4.58250000   3.06750000   7.45500000
     96 2   4.03500000   3.25000000   7.63750000
     97 2   4.21750000   3.43250000   7.45500000
     98 1   4.40000000   3.25000000   8.00250000
     99 2   4.76500000   3.25000000   7.63750000
    100 2   4.40000000   3.61500000   7.63750000
    101 1   4.58250000   3.43250000   7.82000000
    102 2   4.40000000   2.88500000   6.90750000
    103 2   4.03500000   3.25000000   6.90750000
    104 2   4.76500000   3.25000000   6.90750000
    105 2   4.40000000   3.61500000   6.90750000
    106 2   4.40000000   2.88500000   6.17750000
    107 2   4.03500000   3.25000000   6.17750000
    108 2   4.76500000   3.25000000   6.17750000
    109 2   4.40000000   3.61500000   6.17750000
    110 2   4.21750000   3.06750000   5.63000000
    111 2   4.40000000   2.88500000   5.44750000
    112 2   4.58250000   3.06750000   5.26500000
    113 2   4.03500000   3.25000000   5.44750000
    114 2   4.21750000   3.43250000   5.26500000
    115 2   4.76500000   3.25000000   5.44750000
    116 2   4.40000000   3.61500000   5.44750000
    117 2   4.58250000   3.43250000   5.63000000
    118 2   4.21750000   3.06750000   4.90000000
    119 2   4.40000000   3.25000000   5.08250000
    120 2   4.58250000   3.43250000   4.90000000
